param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.5,958.0115356445312,231.36831665039062,246.2266845703125,1162.442138671875,1880.7822265625,1030.230712890625,2138.553466796875,242.9037322998047,1274.8369140625,326.1429443359375
0.6,1220.785400390625,230.0311279296875,236.8103485107422,2387.185546875,1609.08837890625,1058.3643798828125,2531.203125,240.79617309570312,1263.44775390625,325.84893798828125
0.7,1596.876220703125,228.27096557617188,231.20266723632812,2420.802734375,1716.031494140625,1131.5980224609375,2595.763916015625,237.83517456054688,1270.903076171875,326.64794921875
0.8,1630.487548828125,227.88565063476562,225.796142578125,2390.31201171875,2319.753662109375,1357.907958984375,2552.31884765625,236.3019561767578,1265.903564453125,326.497314453125
0.9,1576.0899658203125,226.5150146484375,1558.745849609375,2364.58935546875,2407.61181640625,1597.644775390625,2521.350830078125,234.0612335205078,1293.455810546875,327.3040771484375
1.0,1647.809814453125,225.63735961914062,1733.0140380859375,2366.7099609375,2839.36328125,1799.8197021484375,2494.881103515625,232.54019165039062,1354.8875732421875,328.1484680175781
1.1,2108.91455078125,223.7517547607422,2215.131103515625,2351.74853515625,3040.497802734375,1718.974609375,2458.697265625,231.4952850341797,1436.2205810546875,328.7514343261719
1.2,2081.567626953125,223.62881469726562,2186.627197265625,2334.306884765625,2609.727783203125,2271.695068359375,2417.521240234375,229.3675537109375,1443.58251953125,329.4975280761719
1.3,1937.430419921875,221.7830047607422,2172.420166015625,2320.321044921875,2762.129150390625,2730.713134765625,2371.321044921875,228.2022705078125,1431.8768310546875,330.75653076171875
1.4,2053.49853515625,220.79541015625,2156.304931640625,2331.16552734375,2660.146728515625,2593.519287109375,2300.78076171875,226.5209197998047,1402.6923828125,332.1899108886719
1.5,1938.9703369140625,220.05850219726562,2130.3447265625,2350.689697265625,2585.472412109375,2555.02294921875,2275.34716796875,224.29299926757812,1468.5860595703125,333.36920166015625
1.6,1890.784423828125,219.54458618164062,2101.861328125,1941.412109375,2520.9755859375,2527.081298828125,2266.67529296875,222.83566284179688,1755.7369384765625,334.03033447265625
1.7,1851.732177734375,218.11611938476562,2066.90966796875,1160.612060546875,2475.4833984375,2498.6806640625,2239.9189453125,221.17514038085938,1888.662109375,336.0281066894531
1.8,1821.998291015625,217.2565155029297,2036.6478271484375,685.2916259765625,2421.515869140625,2477.369140625,2214.069091796875,219.9839324951172,2227.8408203125,337.89788818359375
1.9,1798.317138671875,216.9662322998047,1661.294189453125,534.0274658203125,2360.198974609375,2460.170166015625,2186.3330078125,218.2719268798828,1894.716552734375,340.189208984375
2.0,1764.37109375,216.40017700195312,1543.51611328125,690.5115966796875,2341.34423828125,2300.22998046875,2168.112548828125,216.5028839111328,1822.706298828125,342.40142822265625
2.1,1736.859375,216.46902465820312,1691.8336181640625,536.7261962890625,2328.199951171875,858.79931640625,2147.91943359375,216.333740234375,1792.938720703125,345.7337646484375
2.2,1713.682373046875,215.0289306640625,1739.4329833984375,497.266357421875,2334.55615234375,455.03277587890625,2116.227294921875,216.5013885498047,1789.7249755859375,351.37469482421875
2.3,1695.9154052734375,214.3917999267578,1315.3482666015625,595.6395874023438,2322.616943359375,321.5289306640625,2071.156005859375,216.79440307617188,1806.4925537109375,356.46832275390625
2.4,1681.3060302734375,213.9228057861328,1095.764892578125,1134.7802734375,2250.3291015625,290.53009033203125,1624.281982421875,217.766357421875,1806.490966796875,367.4610595703125
